FECHA_CORTE,MODALIDAD,ESCUELA DE PROFESIONAL,UUID,SEXO,F_NACIMIENTO,PAIS_NACIMIENTO,DEPARTAMENTO_NACIMIENTO,PROVINCIA_NACIMIENTO,DISTRITO_NACIMIENTO,UBIGEO_NACIMIENTO,ESTADO_CIVIL,AÑO_EGRESO,TIPO_COLEGIO,PAIS_COLEGIO,NOMBRE_COLEGIO,DEPARTAMENTO_COLEGIO,PROVINCIA_COLEGIO,DISTRITO_COLEGIO,ESTADO_BIOMETRICO,PUNTAJE_TOTAL
20230718,CONADIS LEY 27050,"Educ. Sec.: Ciencia, Tecnología y Ambiente",uw2m3D9So4R4l,FEMENINO,20040103,Perú,PUNO,SAN ROMÁN,CABANILLAS,211103,SOLTERO,2020,ESTATAL,Perú,LAS MERCEDES,PUNO,SAN ROMAN,JULIACA,PASO CONTROL BIOMETRICO,1943.1
20230718,CONADIS LEY 27050,Administración,lm2Q4e9NJ9Z0i,MASCULINO,20031116,Perú,PUNO,PUNO,CAPACHICA,210105,SOLTERO,2020,ESTATAL,Perú,ISAÑURA,PUNO,PUNO,CAPACHICA,PASO CONTROL BIOMETRICO,1282.11
20230718,CONADIS LEY 27050,Educación Inicial,mF1j5Z0DI3p3t,FEMENINO,20020227,Perú,PUNO,AZÁNGARO,CHUPA,210206,SOLTERO,2018,ESTATAL,Perú,125 CHUPA,PUNO,AZANGARO,CHUPA,PASO CONTROL BIOMETRICO,948.0
20230718,CONADIS LEY 27050,Ingeniería de Sistemas,IA1v5S8vS8S9V,MASCULINO,20030506,Perú,PUNO,HUACANÉ,HUANCANE,210601,SOLTERO,2019,ESTATAL,Perú,JOSE CARLOS MARIATEGUI,PUNO,HUANCANE,HUANCANE,PASO CONTROL BIOMETRICO,980.0
20230718,CONADIS LEY 27050,Ciencias Contables,Fu4f2N9Si4w9Q,MASCULINO,20030603,Perú,PUNO,EL COLLAO,ILAVE,210501,SOLTERO,2020,ESTATAL,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,927.7
20230718,CONADIS LEY 27050,Educación Primaria,pq3K4z7CD9e1c,FEMENINO,20040114,Perú,PUNO,EL COLLAO,ILAVE,210501,SOLTERO,2020,ESTATAL,Perú,CESAR VALLEJO,PUNO,EL COLLAO,PILCUYO,PASO CONTROL BIOMETRICO,1687.5
20230718,CONADIS LEY 27050,Trabajo Social,iY9b7R7dy9z0s,MASCULINO,19870318,Perú,PUNO,SAN ROMÁN,JULIACA,211101,SOLTERO,2004,ESTATAL,Perú,COMERCIO 32 MARIANO H. CORNEJO,PUNO,SAN ROMAN,JULIACA,PASO CONTROL BIOMETRICO,1093.444
20230718,CONADIS LEY 27050,Derecho,NX5f2y1XE6p8a,FEMENINO,20050524,Perú,PUNO,SAN ROMÁN,JULIACA,211101,SOLTERO,2021,ESTATAL,Perú,JOSÉ ANTONIO ENCINAS,PUNO,SAN ROMAN,JULIACA,PASO CONTROL BIOMETRICO,1643.458
20230718,CONADIS LEY 27050,Ingeniería Agronómica,ji5e5a4Vc5T7J,MASCULINO,19800506,Perú,PUNO,AZÁNGARO,MUÑANI,210208,SOLTERO,1997,ESTATAL,Perú,INDUSTRIAL MUÑANI,PUNO,AZANGARO,MUÑANI,PASO CONTROL BIOMETRICO,1078.704
20230718,CONADIS LEY 27050,Ingeniería Civil,TE0y8J6jk1N2w,FEMENINO,20040606,Perú,PUNO,MELGAR,NUÑOA,210806,SOLTERO,2020,ESTATAL,Perú,TUPAC AMARU,PUNO,MELGAR,NUÑOA,PASO CONTROL BIOMETRICO,1464.16
20230718,CONADIS LEY 27050,Ingeniería de Sistemas,pa6Q3Y7CB5C8V,MASCULINO,20041021,Perú,PUNO,MELGAR,NUÑOA,210806,SOLTERO,2020,ESTATAL,Perú,TUPAC AMARU,PUNO,MELGAR,NUÑOA,PASO CONTROL BIOMETRICO,980.0
20230718,CONADIS LEY 27050,Ingeniería Económica,Rw2r3s2bi7l6m,MASCULINO,20040819,Perú,PUNO,LAMPA,PALCA,210706,SOLTERO,2020,ESTATAL,Perú,HORACIO ZEBALLOS GAMEZ,PUNO,LAMPA,PALCA,PASO CONTROL BIOMETRICO,1051.02
20230718,CONADIS LEY 27050,Ingeniería de Sistemas,WL4C8D4Te8J3r,MASCULINO,19881225,Perú,PUNO,SANDIA,PHARA,211205,SOLTERO,2005,ESTATAL,Perú,AGROPECUARIO PHARA,PUNO,SANDIA,PHARA,PASO CONTROL BIOMETRICO,1476.24
20230718,CONADIS LEY 27050,Ciencias Contables,xK9p7Y1Mx8V6M,MASCULINO,20010714,Perú,PUNO,PUNO,PUNO,210101,SOLTERO,2019,ESTATAL,Perú,GLORIOSO SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,812.0
20230718,CONADIS LEY 27050,Derecho,Bf0w9q3OD1J1z,FEMENINO,20050219,Perú,PUNO,PUNO,PUNO,210101,SOLTERO,2021,ESTATAL,Perú,SECUNDARIA MARIA AUXILIADORA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1034.0
20230718,CONADIS LEY 27050,Administración,Tg3Y5t8Sw6c5p,MASCULINO,20030815,Perú,PUNO,SAN ROMÁN,SAN MIGUEL,211105,SOLTERO,2020,ESTATAL,Perú,JOSE MARIA ARGUEDAS,PUNO,SAN ROMAN,JULIACA,PASO CONTROL BIOMETRICO,884.0
20230718,CONADIS LEY 27050,Turismo,Sg5C2U6HD4k8P,MASCULINO,19970609,Perú,CUSCO,CANCHIS,SAN PEDRO,080607,SOLTERO,2015,ESTATAL,Perú,INMACULADA CONCEPCIÓN,CUSCO,CANCHIS,SICUANI,PASO CONTROL BIOMETRICO,828.894
20230718,CONADIS LEY 27050,Ingeniería Civil,Gu5l3v4ET7A7g,MASCULINO,19990810,Perú,PUNO,MELGAR,SANTA ROSA,210808,SOLTERO,1999,ESTATAL,Perú,SECUNDARIA LA SALLE,PUNO,MELGAR,SANTA ROSA,PASO CONTROL BIOMETRICO,1968.58
20230718,CONADIS LEY 27050,Ingeniería de Minas,Zl7u2y3Zg1r1y,MASCULINO,20011109,Perú,PUNO,PUNO,TIQUILLACA,210114,SOLTERO,2018,ESTATAL,Perú,GLORIOSO SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,796.84
20230718,CONADIS LEY 27050,"Educ. Sec.: Ciencia, Tecnología y Ambiente",Nu3S5w2kV3q7m,FEMENINO,20050321,Perú,PUNO,CARABAYA,USICAYOS,210310,SOLTERO,2021,ESTATAL,Perú,LIBERTADOR SIMÓN BOLIVAR,PUNO,CARABAYA,USICAYOS,PASO CONTROL BIOMETRICO,1623.672
20230718,CONADIS LEY 27050,Administración,eZ4I4p8fk3o9M,FEMENINO,19970503,Perú,PUNO,YUNGUYO,YUNGUYO,211301,SOLTERO,2013,ESTATAL,Perú,JOSE GALVEZ,PUNO,YUNGUYO,YUNGUYO,PASO CONTROL BIOMETRICO,810.0
20230718,CONADIS LEY 27050,Ingeniería de Sistemas,uA4f0N5gx7W8J,MASCULINO,20041111,Perú,PUNO,CHUCUITO,ZEPITA,210407,SOLTERO,2021,ESTATAL,Perú,MANUEL GONZALES PRADA,PUNO,CHUCUITO,ZEPITA,PASO CONTROL BIOMETRICO,937.79
20230718,EXAMEN CEPREUNA,Odontología ,QA4I1D4lD0l5Y,FEMENINO,20010514,Perú,\N,\N,\N,No encontrado,SOLTERO,2017,Pública,Perú,NUESTRA SEÑORA DEL ROSARIO,LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,PASO CONTROL BIOMETRICO,1406.42
20230718,EXAMEN CEPREUNA,Sociología,Le0T1u4RF1w0c,FEMENINO,19951110,Perú,\N,\N,\N,No encontrado,SOLTERO,2013,Pública,Perú,JOSE ANTONIO ENCINAS,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1714.092
20230718,EXAMEN CEPREUNA,Ciencias de la Comunicación Social,vP5y0J0Pc2D9n,MASCULINO,20020623,Perú,\N,\N,\N,No encontrado,SOLTERO,2020,Pública,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1388.362
20230718,EXAMEN CEPREUNA,Arquitectura y Urbanismo ,Tn5i2O1gM1Q7J,FEMENINO,20040926,Perú,APURIMAC,ABANCAY,ABANCAY,030101,SOLTERO,2021,Pública,Perú,JOSE ANTONIO ENCINAS,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1615.286
20230718,EXAMEN CEPREUNA,Ingeniería Geológica,eu5t3y2UR1S0Z,MASCULINO,20021209,Perú,APURIMAC,ABANCAY,ABANCAY,030101,SOLTERO,2019,ESTATAL,Perú,MATEO PUMACAHUA,CUSCO,CANCHIS,SICUANI,PASO CONTROL BIOMETRICO,1683.324
20230718,EXAMEN CEPREUNA,Educación Primaria ,rS6J2j8Jp5j3H,FEMENINO,20030603,Perú,PUNO,AZÁNGARO,ACHAYA,210202,SOLTERO,2019,Pública,Perú,PERU BIRF,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1796.72
20230718,EXAMEN CEPREUNA,Ingeniería Civil,Nv6d5R1yK2P9C,MASCULINO,20040225,Perú,PUNO,AZÁNGARO,ACHAYA,210202,SOLTERO,2020,Pública,Perú,SAN MIGUEL,PUNO,PUNO,AZANGARO,PASO CONTROL BIOMETRICO,1795.16
20230718,EXAMEN CEPREUNA,Ciencias Físico Matemáticas: Matemáticas,XA4y1x3hi0X6A,MASCULINO,20040220,Perú,PUNO,AZÁNGARO,ACHAYA,210202,SOLTERO,2020,ESTATAL,Perú,SAN MIGUEL,PUNO,AZANGARO,ACHAYA,PASO CONTROL BIOMETRICO,2042.976
20230718,EXAMEN CEPREUNA,"Medicina, Veterinaria y Zoot.",mM7G3h5PO4V3f,MASCULINO,20030505,Perú,PUNO,AZÁNGARO,ACHAYA,210202,SOLTERO,2019,ESTATAL,Perú,OCCORO,PUNO,AZANGARO,ACHAYA,PASO CONTROL BIOMETRICO,1164.0
20230718,EXAMEN CEPREUNA,Ciencias Físico Matemáticas: Matemáticas,Ss0A1u6mC0L0q,MASCULINO,20050928,Perú,CUSCO,ACOMAYO,ACOMAYO,080201,SOLTERO,2021,ESTATAL,Perú,TOMASA TTITO CONDEMAYTA,CUSCO,ACOMAYO,ACOMAYO,PASO CONTROL BIOMETRICO,1785.792
20230718,EXAMEN CEPREUNA,Medicina Veterinaria y Zootecnia,BD2M0H3SW0t0i,MASCULINO,20010216,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2017,Pública,Perú,CCAPALLA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1261.682
20230718,EXAMEN CEPREUNA,Biología: Ecología ,wM5k4H0Rj8V3Q,FEMENINO,20040221,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,Pública,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,PUNO,EL COLLAO,PASO CONTROL BIOMETRICO,992.774
20230718,EXAMEN CEPREUNA,Nutrición Humana ,IF4x1a9tH2P8m,FEMENINO,20050609,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,SAN JUAN BOSCO,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1483.22
20230718,EXAMEN CEPREUNA,Odontología ,hF0X6B0hU7e7e,MASCULINO,20050102,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,TUPAQ KATARI,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1326.784
20230718,EXAMEN CEPREUNA,Nutrición Humana ,NC0k7N7PL0c8H,FEMENINO,20051108,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2022,Pública,Perú,SANTA ROSA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1236.05
20230718,EXAMEN CEPREUNA,Trabajo Social ,Bw2q8f0IY7u3q,FEMENINO,20040612,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,Pública,Perú,ALFONSO TORRES LUNA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1611.38
20230718,EXAMEN CEPREUNA,Ciencias Físico Matemáticas: Matemáticas ,hq0D6y8Jq0M7x,MASCULINO,20050731,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1187.44
20230718,EXAMEN CEPREUNA,Ingeniería Estadística e Informática ,Pe2F7Y0cq5M3e,MASCULINO,20010716,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2017,Pública,Perú,INDUSTRIAL TECNICO METALURGICO AMADEO PICKMAN SOLIER,AYACUCHO,AYACUCHO,LUCANAS,PASO CONTROL BIOMETRICO,1363.182
20230718,EXAMEN CEPREUNA,Educ. Sec.: Ciencias Sociales,Dt3j5w8ma0g5P,FEMENINO,20040616,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,Pública,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,PUNO,EL COLLAO,PASO CONTROL BIOMETRICO,1542.912
20230718,EXAMEN CEPREUNA,Ingeniería Agrícola,za6S8s3oK9c4r,FEMENINO,20050611,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,867.608
20230718,EXAMEN CEPREUNA,Ingeniería Metalúrgica,JZ0y6m7fN9L1t,MASCULINO,20050414,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,42211 ALFONSO EYZAGUIRRE TARA,TACNA,TACNA,TACNA,PASO CONTROL BIOMETRICO,1283.204
20230718,EXAMEN CEPREUNA,Ingeniería Agrícola,SD0m4f6iN1a0h,FEMENINO,20040915,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,Pública,Perú,CARLOS RUBINA BURGOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1187.136
20230718,EXAMEN CEPREUNA,"Educ. Sec.: Ciencia, Tecnología y Ambiente ",EC3t2u4XZ6s0k,MASCULINO,20040108,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,Pública,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1492.39
20230718,EXAMEN CEPREUNA,Ingeniería Mecánica Eléctrica ,sD3q9J0IY8D4O,MASCULINO,20020104,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2018,Pública,Perú,AYMARA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1161.602
20230718,EXAMEN CEPREUNA,Ciencias Físico Matemáticas: Física,eM5U6f5ZU2b2n,MASCULINO,20030820,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,Pública,Perú,AYMARA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1042.31
20230718,EXAMEN CEPREUNA,Biología: Ecología,it0z5X2if4J7n,FEMENINO,20041111,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,SECUNDARIA MARIA AUXILIADORA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1407.732
20230718,EXAMEN CEPREUNA,Biología: Ecología,dr8l3Q3Vb7K4R,MASCULINO,20050624,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1403.239
20230718,EXAMEN CEPREUNA,Antropología,FC1v3R1Gi0M4Y,MASCULINO,20020803,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,POLITECNICO REGIONAL DON BOSCO,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1334.434
20230718,EXAMEN CEPREUNA,Derecho,yp7U7O2jb0B2G,MASCULINO,20030124,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,2171.048
20230718,EXAMEN CEPREUNA,Turismo,Pp4P5j4Mw1O6T,MASCULINO,20020312,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2018,ESTATAL,Perú,32 INDUSTRIAL,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1893.6
20230718,EXAMEN CEPREUNA,Turismo,mv1N9M7Fx3t8G,FEMENINO,20050315,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1863.51
20230718,EXAMEN CEPREUNA,Turismo,lq6M5x2To1S6e,FEMENINO,20040919,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,FLORENTINO AMEGHINO,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1579.4
20230718,EXAMEN CEPREUNA,Ingeniería de Minas,Jj4u1Q3jM3x1W,MASCULINO,20040121,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,TUPAQ KATARI,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1711.53
20230718,EXAMEN CEPREUNA,Ing. Topográfica y Agrimensura,RA3P9U1sZ9I9I,MASCULINO,20030310,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1772.34
20230718,EXAMEN CEPREUNA,Ing. Topográfica y Agrimensura,Yy3S6D7KP7q1I,MASCULINO,20021015,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1616.24
20230718,EXAMEN CEPREUNA,Ing. Topográfica y Agrimensura,yp9f1P8Wo5L6t,MASCULINO,20030109,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1344.05
20230718,EXAMEN CEPREUNA,Ingeniería Agrícola,aG6A1D6XL1y0K,MASCULINO,20040422,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,2151.096
20230718,EXAMEN CEPREUNA,Ingeniería Civil,QB6A7o0xv3J4j,MASCULINO,20030927,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1997.944
20230718,EXAMEN CEPREUNA,Ingeniería Civil,ce4J0d0ZW3H4k,MASCULINO,20010101,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2017,ESTATAL,Perú,CCAPALLA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1914.47
20230718,EXAMEN CEPREUNA,Ingeniería Mecánica Eléctrica,BX2n6v5TK1C5e,MASCULINO,20041104,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1469.26
20230718,EXAMEN CEPREUNA,Ingeniería Mecánica Eléctrica,tQ1i1N3lP3H4q,MASCULINO,20050607,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,Perú,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1418.38
20230718,EXAMEN CEPREUNA,Sociología,XX8C7B4BD1V0Y,FEMENINO,20040225,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,980.0
20230718,EXAMEN CEPREUNA,Educación Primaria,kJ0B2h3Jj5b5S,FEMENINO,19930327,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2009,ESTATAL,Perú,INDEPENDENCIA NACIONAL,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1344.0
20230718,EXAMEN CEPREUNA,"Educ. Sec.: Lengua, Lit. Psicol. y Filosof.",gL9X2P9Uu4T1j,MASCULINO,20030717,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1034.4
20230718,EXAMEN CEPREUNA,Educ. Sec.: Ciencias Sociales,YJ1C2o8Eg6k5Y,FEMENINO,20040403,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1260.0
20230718,EXAMEN CEPREUNA,Educ. Sec.: Ciencias Sociales,rU1w9H0Fn9U7l,FEMENINO,20031202,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,NUESTRA SEÑORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,876.0
20230718,EXAMEN CEPREUNA,Administración,rJ9Z4p8KG6f6y,MASCULINO,20030123,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1220.0
20230718,EXAMEN CEPREUNA,Ingeniería Económica,ry5O6j8VZ7I1X,FEMENINO,20021108,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1170.0
20230718,EXAMEN CEPREUNA,Ingeniería Geológica,qH9f2h1LT8M4h,FEMENINO,20040102,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,SANTA ROSA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,920.0
20230718,EXAMEN CEPREUNA,Ingeniería Geológica,xc7o0F7XA8O0X,MASCULINO,20041118,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,914.0
20230718,EXAMEN CEPREUNA,Arquitectura y Urbanismo,oT9W6Q0Va0z9P,FEMENINO,20040810,Perú,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,Perú,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,972.0
20230718,EXAMEN CEPREUNA,Sociología,VL2z2k9qW7I3W,MASCULINO,20020801,Perú,PUNO,CARABAYA,AJOYANI,210302,SOLTERO,2019,Pública,Perú,POLITECNICO REGIONAL LOS ANDES,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1769.122
20230718,EXAMEN CEPREUNA,"Educ. Sec.: Lengua, Lit. Psicol. y Filosof.",Zp7f3i3lc6t0K,FEMENINO,20050124,Perú,PUNO,CARABAYA,AJOYANI,210302,SOLTERO,2021,ESTATAL,Perú,JOSÉ CARLOS MARIATEGUI,PUNO,CARABAYA,AJOYANI,PASO CONTROL BIOMETRICO,2077.716
20230718,EXAMEN CEPREUNA,Derecho,ky0T0I1Fl4D1R,FEMENINO,20030227,Perú,PUNO,CARABAYA,AJOYANI,210302,SOLTERO,2019,ESTATAL,Perú,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,2066.85
20230718,EXAMEN CEPREUNA,Ingeniería de Minas,Gz5t6r1yZ6I8u,MASCULINO,20001207,Perú,PUNO,CARABAYA,AJOYANI,210302,SOLTERO,2018,ESTATAL,Perú,JOSÉ CARLOS MARIATEGUI,PUNO,CARABAYA,AJOYANI,PASO CONTROL BIOMETRICO,1821.3
