FECHA_CORTE,MODALIDAD,ESCUELA DE PROFESIONAL,UUID,SEXO,F_NACIMIENTO,PAIS_NACIMIENTO,DEPARTAMENTO_NACIMIENTO,PROVINCIA_NACIMIENTO,DISTRITO_NACIMIENTO,UBIGEO_NACIMIENTO,ESTADO_CIVIL,AÑO_EGRESO,TIPO_COLEGIO,PAIS_COLEGIO,NOMBRE_COLEGIO,DEPARTAMENTO_COLEGIO,PROVINCIA_COLEGIO,DISTRITO_COLEGIO,ESTADO_BIOMETRICO,PUNTAJE_TOTAL
20230718,EXAMEN CEPREUNA,ODONTOLOGIA ,QA4I1D4LD0L5Y,FEMENINO,20010514,PERU,\N,\N,\N,NO ENCONTRADO,SOLTERO,2017,PUBLICA,PERU,NUESTRA SENORA DEL ROSARIO,LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,PASO CONTROL BIOMETRICO,1406.42
20230718,EXAMEN CEPREUNA,SOCIOLOGIA,LE0T1U4RF1W0C,FEMENINO,19951110,PERU,\N,\N,\N,NO ENCONTRADO,SOLTERO,2013,PUBLICA,PERU,JOSE ANTONIO ENCINAS,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1714.092
20230718,EXAMEN CEPREUNA,CIENCIAS DE LA COMUNICACION SOCIAL,VP5Y0J0PC2D9N,MASCULINO,20020623,PERU,\N,\N,\N,NO ENCONTRADO,SOLTERO,2020,PUBLICA,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1388.362
20230718,EXAMEN CEPREUNA,ARQUITECTURA Y URBANISMO ,TN5I2O1GM1Q7J,FEMENINO,20040926,PERU,APURIMAC,ABANCAY,ABANCAY,030101,SOLTERO,2021,PUBLICA,PERU,JOSE ANTONIO ENCINAS,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1615.286
20230718,EXAMEN CEPREUNA,INGENIERIA GEOLOGICA,EU5T3Y2UR1S0Z,MASCULINO,20021209,PERU,APURIMAC,ABANCAY,ABANCAY,030101,SOLTERO,2019,ESTATAL,PERU,MATEO PUMACAHUA,CUSCO,CANCHIS,SICUANI,PASO CONTROL BIOMETRICO,1683.324
20230718,EXAMEN CEPREUNA,EDUCACION PRIMARIA ,RS6J2J8JP5J3H,FEMENINO,20030603,PERU,PUNO,AZANGARO,ACHAYA,210202,SOLTERO,2019,PUBLICA,PERU,PERU BIRF,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1796.72
20230718,EXAMEN CEPREUNA,INGENIERIA CIVIL,NV6D5R1YK2P9C,MASCULINO,20040225,PERU,PUNO,AZANGARO,ACHAYA,210202,SOLTERO,2020,PUBLICA,PERU,SAN MIGUEL,PUNO,PUNO,AZANGARO,PASO CONTROL BIOMETRICO,1795.16
20230718,EXAMEN CEPREUNA,CIENCIAS FISICO MATEMATICAS: MATEMATICAS,XA4Y1X3HI0X6A,MASCULINO,20040220,PERU,PUNO,AZANGARO,ACHAYA,210202,SOLTERO,2020,ESTATAL,PERU,SAN MIGUEL,PUNO,AZANGARO,ACHAYA,PASO CONTROL BIOMETRICO,2042.976
20230718,EXAMEN CEPREUNA,"MEDICINA, VETERINARIA Y ZOOT.",MM7G3H5PO4V3F,MASCULINO,20030505,PERU,PUNO,AZANGARO,ACHAYA,210202,SOLTERO,2019,ESTATAL,PERU,OCCORO,PUNO,AZANGARO,ACHAYA,PASO CONTROL BIOMETRICO,1164.0
20230718,EXAMEN CEPREUNA,CIENCIAS FISICO MATEMATICAS: MATEMATICAS,SS0A1U6MC0L0Q,MASCULINO,20050928,PERU,CUSCO,ACOMAYO,ACOMAYO,080201,SOLTERO,2021,ESTATAL,PERU,TOMASA TTITO CONDEMAYTA,CUSCO,ACOMAYO,ACOMAYO,PASO CONTROL BIOMETRICO,1785.792
20230718,EXAMEN CEPREUNA,MEDICINA VETERINARIA Y ZOOTECNIA,BD2M0H3SW0T0I,MASCULINO,20010216,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2017,PUBLICA,PERU,CCAPALLA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1261.682
20230718,EXAMEN CEPREUNA,BIOLOGIA: ECOLOGIA ,WM5K4H0RJ8V3Q,FEMENINO,20040221,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,PUBLICA,PERU,NUESTRA SENORA DEL CARMEN,PUNO,PUNO,EL COLLAO,PASO CONTROL BIOMETRICO,992.774
20230718,EXAMEN CEPREUNA,NUTRICION HUMANA ,IF4X1A9TH2P8M,FEMENINO,20050609,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,SAN JUAN BOSCO,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1483.22
20230718,EXAMEN CEPREUNA,ODONTOLOGIA ,HF0X6B0HU7E7E,MASCULINO,20050102,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,TUPAQ KATARI,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1326.784
20230718,EXAMEN CEPREUNA,NUTRICION HUMANA ,NC0K7N7PL0C8H,FEMENINO,20051108,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2022,PUBLICA,PERU,SANTA ROSA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1236.05
20230718,EXAMEN CEPREUNA,TRABAJO SOCIAL ,BW2Q8F0IY7U3Q,FEMENINO,20040612,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,PUBLICA,PERU,ALFONSO TORRES LUNA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1611.38
20230718,EXAMEN CEPREUNA,CIENCIAS FISICO MATEMATICAS: MATEMATICAS ,HQ0D6Y8JQ0M7X,MASCULINO,20050731,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1187.44
20230718,EXAMEN CEPREUNA,INGENIERIA ESTADISTICA E INFORMATICA ,PE2F7Y0CQ5M3E,MASCULINO,20010716,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2017,PUBLICA,PERU,INDUSTRIAL TECNICO METALURGICO AMADEO PICKMAN SOLIER,AYACUCHO,AYACUCHO,LUCANAS,PASO CONTROL BIOMETRICO,1363.182
20230718,EXAMEN CEPREUNA,EDUC. SEC.: CIENCIAS SOCIALES,DT3J5W8MA0G5P,FEMENINO,20040616,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,PUBLICA,PERU,NUESTRA SENORA DEL CARMEN,PUNO,PUNO,EL COLLAO,PASO CONTROL BIOMETRICO,1542.912
20230718,EXAMEN CEPREUNA,INGENIERIA AGRICOLA,ZA6S8S3OK9C4R,FEMENINO,20050611,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,867.608
20230718,EXAMEN CEPREUNA,INGENIERIA METALURGICA,JZ0Y6M7FN9L1T,MASCULINO,20050414,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,42211 ALFONSO EYZAGUIRRE TARA,TACNA,TACNA,TACNA,PASO CONTROL BIOMETRICO,1283.204
20230718,EXAMEN CEPREUNA,INGENIERIA AGRICOLA,SD0M4F6IN1A0H,FEMENINO,20040915,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,PUBLICA,PERU,CARLOS RUBINA BURGOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1187.136
20230718,EXAMEN CEPREUNA,"EDUC. SEC.: CIENCIA, TECNOLOGIA Y AMBIENTE ",EC3T2U4XZ6S0K,MASCULINO,20040108,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,PUBLICA,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1492.39
20230718,EXAMEN CEPREUNA,INGENIERIA MECANICA ELECTRICA ,SD3Q9J0IY8D4O,MASCULINO,20020104,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2018,PUBLICA,PERU,AYMARA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1161.602
20230718,EXAMEN CEPREUNA,CIENCIAS FISICO MATEMATICAS: FISICA,EM5U6F5ZU2B2N,MASCULINO,20030820,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,PUBLICA,PERU,AYMARA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1042.31
20230718,EXAMEN CEPREUNA,BIOLOGIA: ECOLOGIA,IT0Z5X2IF4J7N,FEMENINO,20041111,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,SECUNDARIA MARIA AUXILIADORA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1407.732
20230718,EXAMEN CEPREUNA,BIOLOGIA: ECOLOGIA,DR8L3Q3VB7K4R,MASCULINO,20050624,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,NUESTRA SENORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1403.239
20230718,EXAMEN CEPREUNA,ANTROPOLOGIA,FC1V3R1GI0M4Y,MASCULINO,20020803,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,POLITECNICO REGIONAL DON BOSCO,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1334.434
20230718,EXAMEN CEPREUNA,DERECHO,YP7U7O2JB0B2G,MASCULINO,20030124,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,2171.048
20230718,EXAMEN CEPREUNA,TURISMO,PP4P5J4MW1O6T,MASCULINO,20020312,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2018,ESTATAL,PERU,32 INDUSTRIAL,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1893.6
20230718,EXAMEN CEPREUNA,TURISMO,MV1N9M7FX3T8G,FEMENINO,20050315,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1863.51
20230718,EXAMEN CEPREUNA,TURISMO,LQ6M5X2TO1S6E,FEMENINO,20040919,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,FLORENTINO AMEGHINO,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1579.4
20230718,EXAMEN CEPREUNA,INGENIERIA DE MINAS,JJ4U1Q3JM3X1W,MASCULINO,20040121,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,TUPAQ KATARI,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1711.53
20230718,EXAMEN CEPREUNA,ING. TOPOGRAFICA Y AGRIMENSURA,RA3P9U1SZ9I9I,MASCULINO,20030310,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,NUESTRA SENORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1772.34
20230718,EXAMEN CEPREUNA,ING. TOPOGRAFICA Y AGRIMENSURA,YY3S6D7KP7Q1I,MASCULINO,20021015,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1616.24
20230718,EXAMEN CEPREUNA,ING. TOPOGRAFICA Y AGRIMENSURA,YP9F1P8WO5L6T,MASCULINO,20030109,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1344.05
20230718,EXAMEN CEPREUNA,INGENIERIA AGRICOLA,AG6A1D6XL1Y0K,MASCULINO,20040422,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,2151.096
20230718,EXAMEN CEPREUNA,INGENIERIA CIVIL,QB6A7O0XV3J4J,MASCULINO,20030927,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1997.944
20230718,EXAMEN CEPREUNA,INGENIERIA CIVIL,CE4J0D0ZW3H4K,MASCULINO,20010101,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2017,ESTATAL,PERU,CCAPALLA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1914.47
20230718,EXAMEN CEPREUNA,INGENIERIA MECANICA ELECTRICA,BX2N6V5TK1C5E,MASCULINO,20041104,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1469.26
20230718,EXAMEN CEPREUNA,INGENIERIA MECANICA ELECTRICA,TQ1I1N3LP3H4Q,MASCULINO,20050607,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2021,ESTATAL,PERU,I.E.S. AYMARA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1418.38
20230718,EXAMEN CEPREUNA,SOCIOLOGIA,XX8C7B4BD1V0Y,FEMENINO,20040225,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,980.0
20230718,EXAMEN CEPREUNA,EDUCACION PRIMARIA,KJ0B2H3JJ5B5S,FEMENINO,19930327,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2009,ESTATAL,PERU,INDEPENDENCIA NACIONAL,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1344.0
20230718,EXAMEN CEPREUNA,"EDUC. SEC.: LENGUA, LIT. PSICOL. Y FILOSOF.",GL9X2P9UU4T1J,MASCULINO,20030717,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,NUESTRA SENORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,1034.4
20230718,EXAMEN CEPREUNA,EDUC. SEC.: CIENCIAS SOCIALES,YJ1C2O8EG6K5Y,FEMENINO,20040403,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,ALFONSO TORRES LUNA,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1260.0
20230718,EXAMEN CEPREUNA,EDUC. SEC.: CIENCIAS SOCIALES,RU1W9H0FN9U7L,FEMENINO,20031202,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,NUESTRA SENORA DEL CARMEN,PUNO,EL COLLAO,ILAVE,PASO CONTROL BIOMETRICO,876.0
20230718,EXAMEN CEPREUNA,ADMINISTRACION,RJ9Z4P8KG6F6Y,MASCULINO,20030123,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,1220.0
20230718,EXAMEN CEPREUNA,INGENIERIA ECONOMICA,RY5O6J8VZ7I1X,FEMENINO,20021108,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2019,ESTATAL,PERU,GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,1170.0
20230718,EXAMEN CEPREUNA,INGENIERIA GEOLOGICA,QH9F2H1LT8M4H,FEMENINO,20040102,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,SANTA ROSA,PUNO,PUNO,PUNO,PASO CONTROL BIOMETRICO,920.0
20230718,EXAMEN CEPREUNA,INGENIERIA GEOLOGICA,XC7O0F7XA8O0X,MASCULINO,20041118,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,914.0
20230718,EXAMEN CEPREUNA,ARQUITECTURA Y URBANISMO,OT9W6Q0VA0Z9P,FEMENINO,20040810,PERU,PUNO,PUNO,ACORA,210102,SOLTERO,2020,ESTATAL,PERU,TUPAC AMARU II,PUNO,PUNO,ACORA,PASO CONTROL BIOMETRICO,972.0
20230718,EXAMEN CEPREUNA,SOCIOLOGIA,VL2Z2K9QW7I3W,MASCULINO,20020801,PERU,PUNO,CARABAYA,AJOYANI,210302,SOLTERO,2019,PUBLICA,PERU,POLITECNICO REGIONAL LOS ANDES,PUNO,PUNO,SAN ROMAN,PASO CONTROL BIOMETRICO,1769.122
